filename,speaker,text,language,language_code,gender,audio_sampling_rate,audio_num_samples,audio_duration_s,audio_size_bytes,audio_num_channels,split
nchlt_xho_001f_0020.wav,xho_001,uneendawo ezifuna ukushiywa,isiXhosa,xho,female,16000,55680,3.48,222720,1,train
nchlt_xho_001f_0006.wav,xho_001,eminye imizekelo yombabazo,isiXhosa,xho,female,16000,59520,3.72,238080,1,train
nchlt_xho_001f_0002.wav,xho_001,omnye ngaphandle kwesizathu,isiXhosa,xho,female,16000,55680,3.48,222720,1,train
nchlt_xho_001f_0003.wav,xho_001,yakokwethu iinkomo zakokwethu,isiXhosa,xho,female,16000,57600,3.6,230400,1,train
nchlt_xho_001f_0010.wav,xho_001,yinto entle mpelele,isiXhosa,xho,female,16000,55680,3.48,222720,1,train
nchlt_xho_001f_0014.wav,xho_001,asekwe phezu kwaloo,isiXhosa,xho,female,16000,51840,3.24,207360,1,train
nchlt_xho_001f_0008.wav,xho_001,utyiswa namasi  ukaze,isiXhosa,xho,female,16000,74880,4.68,299520,1,train
nchlt_xho_001f_0001.wav,xho_001,ulumko ukuba uza,isiXhosa,xho,female,16000,48000,3.0,192000,1,train
nchlt_xho_001f_0004.wav,xho_001,lo mfana athanda,isiXhosa,xho,female,16000,51840,3.24,207360,1,train
nchlt_xho_001f_0009.wav,xho_001,ukuba sisiphi na,isiXhosa,xho,female,16000,51840,3.24,207360,1,train
nchlt_xho_001f_0021.wav,xho_001,zona zafika iimini,isiXhosa,xho,female,16000,44160,2.76,176640,1,train
nchlt_xho_001f_0019.wav,xho_001,kuhlamba ngantelezi nasidlo,isiXhosa,xho,female,16000,67200,4.2,268800,1,train
nchlt_xho_001f_0024.wav,xho_001,kuba umfi uphumile,isiXhosa,xho,female,16000,44160,2.76,176640,1,train
nchlt_xho_001f_0017.wav,xho_001,wokugqibela wengcambu yesenziwa,isiXhosa,xho,female,16000,55680,3.48,222720,1,train
nchlt_xho_001f_0027.wav,xho_001,kakhulu lanela nje,isiXhosa,xho,female,16000,51840,3.24,207360,1,train
nchlt_xho_001f_0030.wav,xho_001,okokuqala emhlabeni uba,isiXhosa,xho,female,16000,59520,3.72,238080,1,train
nchlt_xho_001f_0016.wav,xho_001,nalo ke eli,isiXhosa,xho,female,16000,42240,2.64,168960,1,train
nchlt_xho_001f_0025.wav,xho_001,ongezelelekileyo kuba thina,isiXhosa,xho,female,16000,65280,4.08,261120,1,train
nchlt_xho_001f_0026.wav,xho_001,ngayo esithi akamthembi,isiXhosa,xho,female,16000,57600,3.6,230400,1,train
nchlt_xho_001f_0023.wav,xho_001,kaloku kulapho be,isiXhosa,xho,female,16000,49920,3.12,199680,1,train
nchlt_xho_001f_0035.wav,xho_001,asiwa esibhedlele onke,isiXhosa,xho,female,16000,51840,3.24,207360,1,train
nchlt_xho_001f_0022.wav,xho_001,nakho icuba kwakumnyama,isiXhosa,xho,female,16000,48000,3.0,192000,1,train
nchlt_xho_001f_0031.wav,xho_001,loo mingxuma iba,isiXhosa,xho,female,16000,51840,3.24,207360,1,train
nchlt_xho_001f_0036.wav,xho_001,wakha wadinwa kukulungisa,isiXhosa,xho,female,16000,57600,3.6,230400,1,train
nchlt_xho_001f_0038.wav,xho_001,ungakhupha kakuhle amaphepha,isiXhosa,xho,female,16000,51840,3.24,207360,1,train
nchlt_xho_001f_0037.wav,xho_001,ezinye zathi kanti,isiXhosa,xho,female,16000,44160,2.76,176640,1,train
nchlt_xho_001f_0039.wav,xho_001,national football team,isiXhosa,xho,female,16000,44160,2.76,176640,1,train
nchlt_xho_001f_0054.wav,xho_001,izulu nasemehlweni akho,isiXhosa,xho,female,16000,48000,3.0,192000,1,train
nchlt_xho_001f_0047.wav,xho_001,kuba umfana esindise,isiXhosa,xho,female,16000,46080,2.88,184320,1,train
nchlt_xho_001f_0048.wav,xho_001,united states supreme,isiXhosa,xho,female,16000,42240,2.64,168960,1,train
nchlt_xho_001f_0041.wav,xho_001,monti,isiXhosa,xho,female,16000,38400,2.4,153600,1,train
nchlt_xho_001f_0064.wav,xho_001,aba nemvakalozwi ebuphakama,isiXhosa,xho,female,16000,67200,4.2,268800,1,train
nchlt_xho_001f_0053.wav,xho_001,ekhangela abasebe nzi,isiXhosa,xho,female,16000,46080,2.88,184320,1,train
nchlt_xho_001f_0056.wav,xho_001,zema mpondomise kubalwa,isiXhosa,xho,female,16000,53760,3.36,215040,1,train
nchlt_xho_001f_0043.wav,xho_001,bengalindelanga sasuka saxinga,isiXhosa,xho,female,16000,57600,3.6,230400,1,train
nchlt_xho_001f_0046.wav,xho_001,nto usuke uthi,isiXhosa,xho,female,16000,42240,2.64,168960,1,train
nchlt_xho_001f_0062.wav,xho_001,kukho bani uzalusileyo,isiXhosa,xho,female,16000,49920,3.12,199680,1,train
